Customer,Time of arrival,Number of people at arrival,Which 10 min interval in day,Which day in week,Number of people at station 0 at arrival,Number of people in queue at station 0 at arrival,Number of active servers in station 0,Number of people at station 1 at arrival,Number of people in queue at station 1 at arrival,Number of active servers in station 1,Time of start of service,Departure time,Wait time,
26867,388362,1,100,3,1,0,9,0,0,5,388371,388377,9.75,
26868,388374,2,101,3,1,0,9,1,0,5,388383,388389,8.46875,
26869,388416,1,105,3,1,0,9,0,0,5,388424,388430,7.96875,
26870,388451,1,109,3,1,0,9,0,0,5,388459,388462,7.96875,
26871,388455,2,109,3,2,0,9,0,0,5,388464,388472,8.6875,
26872,388458,3,109,3,3,0,9,0,0,5,388469,388474,10.8125,
26873,388464,3,110,3,2,0,9,1,0,5,388474,388482,10.125,
26874,388466,4,110,3,3,0,9,1,0,5,388476,388481,9.75,
26875,388467,5,110,3,4,0,9,1,0,5,388478,388486,10.7188,
26876,388480,4,112,3,1,0,9,3,0,4,388490,388496,10.0312,
26877,388495,2,113,3,1,0,9,1,0,4,388505,388509,9.8125,
26878,388508,2,114,3,1,0,9,1,0,4,388517,388519,8.5,
26879,388538,1,117,3,1,0,9,0,0,4,388547,388552,9.53125,
26880,388573,1,121,3,1,0,9,0,0,3,388584,388593,10.75,
26881,388590,2,122,3,1,0,9,1,0,3,388599,388603,9.375,
26882,388601,2,124,3,1,0,9,1,0,3,388612,388615,10.5625,
26883,388603,2,124,3,2,0,9,0,0,3,388613,388617,10.0312,
26884,388658,1,129,3,1,0,9,0,0,3,388672,388677,13.3438,
26885,388670,2,130,3,2,0,9,0,0,3,388681,388687,11.125,
26886,388676,3,131,3,2,0,9,1,0,3,388684,388689,8.625,
26887,388684,3,132,3,2,0,9,1,0,3,388693,388698,9.28125,
26888,388711,1,135,3,1,0,8,0,0,3,388723,388730,11.6875,
26889,388729,2,136,3,1,0,8,1,0,3,388740,388745,10.625,
26890,388742,2,138,3,1,0,8,1,0,3,388752,388758,9.0625,
26891,388787,1,142,3,1,0,8,0,0,3,388797,388800,9.46875,
26892,388788,2,142,3,2,0,8,0,0,3,388800,388805,12.4062,
26893,388794,3,143,3,3,0,8,0,0,3,388803,388809,9.40625,
26894,388810,1,0,4,1,0,8,0,0,3,388819,388824,9.0625,
26895,388839,1,3,4,1,0,8,0,0,2,388847,388854,8.5,
26896,388874,1,7,4,1,0,8,0,0,2,388885,388890,10.75,
26897,388932,1,13,4,1,0,5,0,0,1,388950,388957,18.5,
26898,388935,2,13,4,2,0,5,0,0,1,388942,388950,7.84375,
26899,388965,1,16,4,1,0,5,0,0,1,388975,388979,9.71875,
26900,388968,2,16,4,2,0,5,0,0,1,388979,388987,11.2812,
26901,388971,3,17,4,3,0,5,0,0,1,388987,388996,16.6875,
26902,389063,1,26,4,1,0,5,0,0,1,389072,389076,9.21875,
26903,389073,2,27,4,1,0,5,1,0,1,389084,389087,10.1875,
26904,389108,1,30,4,1,0,5,0,0,1,389120,389123,12.0312,
26905,389138,1,33,4,1,0,5,0,0,1,389146,389152,8,
26906,389150,2,34,4,1,0,5,1,0,1,389160,389164,9.84375,
26907,389172,1,37,4,1,0,5,0,0,1,389184,389190,12.6562,
26908,389222,1,42,4,1,0,5,0,0,1,389229,389235,7.84375,
26909,389229,2,42,4,2,0,5,0,0,1,389239,389245,10.4375,
26910,389236,2,43,4,2,0,5,0,0,1,389247,389253,10.8125,
26911,389261,1,46,4,1,0,6,0,0,2,389271,389276,9.59375,
26912,389288,1,48,4,1,0,6,0,0,2,389299,389305,10.75,
26913,389294,2,49,4,2,0,6,0,0,2,389305,389308,10.8125,
26914,389300,3,50,4,2,0,6,1,0,2,389312,389318,12.4062,
26915,389307,3,50,4,2,0,6,1,0,2,389318,389325,10.8438,
26916,389311,3,51,4,3,0,6,0,0,2,389320,389324,8.6875,
26917,389317,4,51,4,3,0,6,1,0,2,389328,389333,11.0312,
26918,389318,5,51,4,3,0,6,2,0,2,389327,389330,8.625,
26919,389322,5,52,4,3,0,6,2,0,2,389330,389333,8.5625,
26920,389326,4,52,4,4,0,6,0,0,2,389335,389342,9.09375,
26921,389340,2,54,4,1,0,6,1,0,2,389349,389354,8.34375,
26922,389342,2,54,4,2,0,6,0,0,2,389353,389358,10.7812,
26923,389360,1,55,4,1,0,6,0,0,2,389371,389374,10.9375,
26924,389361,2,56,4,2,0,6,0,0,2,389373,389379,11.9062,
26925,389368,3,56,4,3,0,6,0,0,2,389378,389382,10.5938,
26926,389369,4,56,4,4,0,6,0,0,2,389379,389383,9.59375,
26927,389394,1,59,4,1,0,6,0,0,2,389403,389409,9.65625,
26928,389394,2,59,4,2,0,6,0,0,2,389404,389407,9.5,
26929,389394,3,59,4,3,0,6,0,0,2,389405,389413,10.9688,
26930,389396,4,59,4,4,0,6,0,0,2,389409,389412,12.2188,
26931,389402,5,60,4,5,0,6,0,0,3,389413,389418,11.875,
26932,389411,4,61,4,2,0,6,2,0,3,389421,389425,9.75,
26933,389422,2,62,4,1,0,6,1,0,4,389431,389436,9,
26934,389423,3,62,4,2,0,6,1,0,4,389433,389438,9.59375,
26935,389441,1,64,4,1,0,9,0,0,4,389451,389456,10.0625,
26936,389449,2,64,4,2,0,9,0,0,4,389461,389465,11.5,
26937,389459,2,65,4,2,0,9,0,0,4,389468,389471,8.625,
26938,389467,2,66,4,2,0,9,0,0,4,389479,389484,11.5312,
26939,389474,2,67,4,2,0,9,0,0,4,389484,389491,9.375,
26940,389483,3,68,4,2,0,9,1,0,4,389492,389495,8.6875,
26941,389486,3,68,4,2,0,9,1,0,4,389493,389496,7.3125,
26942,389488,4,68,4,3,0,9,1,0,4,389500,389507,11.9062,
26943,389496,3,69,4,2,0,9,1,0,4,389506,389509,10.5938,
26944,389498,3,69,4,3,0,9,0,0,4,389509,389515,10.5938,
26945,389500,4,70,4,3,0,9,1,0,4,389512,389515,12.1562,
26946,389502,5,70,4,4,0,9,1,0,4,389515,389524,12.2188,
26947,389526,1,72,4,1,0,9,0,0,4,389539,389544,13.5,
26948,389531,2,73,4,2,0,9,0,0,4,389542,389546,10.8125,
26949,389533,3,73,4,3,0,9,0,0,4,389542,389548,9.0625,
26950,389553,1,75,4,1,0,9,0,0,4,389563,389568,10.125,
26951,389555,2,75,4,2,0,9,0,0,4,389567,389570,11.4062,
26952,389566,3,76,4,2,0,9,1,0,4,389575,389579,8.25,
26953,389575,2,77,4,1,0,9,1,0,4,389584,389589,9.21875,
26954,389584,2,78,4,2,0,9,0,0,4,389593,389600,9.09375,
26955,389620,1,81,4,1,0,9,0,0,4,389631,389636,11.1875,
26956,389633,2,83,4,1,0,9,1,0,4,389642,389648,8.375,
26957,389634,3,83,4,2,0,9,1,0,4,389645,389650,11.0938,
26958,389640,3,83,4,3,0,9,0,0,4,389648,389652,8.5,
26959,389649,3,84,4,1,0,9,2,0,4,389660,389665,10.75,
26960,389651,3,85,4,2,0,9,1,0,4,389663,389669,12.5938,
26961,389671,1,87,4,1,0,9,0,0,5,389682,389686,11.25,
26962,389672,2,87,4,2,0,9,0,0,5,389681,389686,9.21875,
26963,389678,3,87,4,3,0,9,0,0,5,389685,389690,7.1875,
26964,389681,4,88,4,3,0,9,1,0,5,389692,389696,11.1562,
26965,389722,1,92,4,1,0,9,0,0,5,389733,389739,10.9375,
26966,389747,1,94,4,1,0,9,0,0,5,389758,389766,10.5625,
26967,389748,2,94,4,2,0,9,0,0,5,389759,389761,10.4375,
26968,389760,3,96,4,1,0,9,2,0,5,389771,389778,10.8438,
26969,389770,2,96,4,2,0,9,0,0,5,389780,389786,9.96875,
26970,389770,3,97,4,3,0,9,0,0,5,389780,389786,9.65625,
26971,389784,3,98,4,1,0,9,2,0,5,389792,389797,7.96875,
26972,389800,1,99,4,1,0,9,0,0,5,389810,389816,10.75,
26973,389854,1,105,4,1,0,9,0,0,5,389865,389869,10.5,
26974,389855,2,105,4,2,0,9,0,0,5,389866,389869,11.0312,
26975,389938,1,113,4,1,0,9,0,0,4,389950,389954,11.6875,
26976,389980,1,118,4,1,0,9,0,0,4,389991,389995,11.0625,
26977,389986,2,118,4,2,0,9,0,0,4,389994,390000,8.34375,
26978,389992,3,119,4,2,0,9,1,0,4,390003,390008,10.8438,
26979,389995,4,119,4,2,0,9,2,0,4,390003,390006,8.1875,
26980,390022,1,122,4,1,0,9,0,0,3,390034,390039,11.75,
26981,390022,2,122,4,2,0,9,0,0,3,390032,390036,9.78125,
26982,390028,3,122,4,3,0,9,0,0,3,390039,390045,10.8438,
26983,390052,1,125,4,1,0,9,0,0,3,390061,390066,9.03125,
26984,390082,1,128,4,1,0,9,0,0,3,390091,390095,9.375,
26985,390096,1,129,4,1,0,9,0,0,3,390104,390109,8.34375,
26986,390096,2,129,4,2,0,9,0,0,3,390105,390109,8.6875,
26987,390142,1,134,4,1,0,9,0,0,3,390153,390159,10.9688,
26988,390173,1,137,4,1,0,8,0,0,3,390183,390188,9.4375,
26989,390175,2,137,4,2,0,8,0,0,3,390185,390190,9.375,
26990,390194,1,139,4,1,0,8,0,0,3,390205,390210,11.0625,
26991,390213,1,141,4,1,0,8,0,0,3,390222,390228,9.03125,
26992,390214,2,141,4,2,0,8,0,0,3,390223,390229,9.21875,
26993,390246,1,0,5,1,0,8,0,0,3,390254,390256,7.3125,
26994,390264,1,2,5,1,0,8,0,0,2,390276,390283,11.625,
26995,390272,2,3,5,2,0,8,0,0,2,390283,390289,11.625,
26996,390282,3,4,5,2,0,8,1,0,2,390291,390299,9.03125,
26997,390282,4,4,5,3,0,8,1,0,2,390290,390295,8.5,
26998,390293,3,5,5,1,0,8,2,0,2,390300,390307,7.03125,
26999,390307,1,6,5,1,0,8,0,0,2,390317,390322,9.90625,
27000,390335,1,9,5,1,0,8,0,0,2,390346,390352,10.4688,
27001,390364,1,12,5,1,0,8,0,0,1,390373,390380,9,
27002,390384,1,14,5,1,0,5,0,0,1,390393,390397,9.1875,
27003,390406,1,16,5,1,0,5,0,0,1,390413,390417,7.625,
27004,390427,1,18,5,1,0,5,0,0,1,390436,390441,9.0625,
27005,390454,1,21,5,1,0,5,0,0,1,390466,390472,12.6562,
27006,390484,1,24,5,1,0,5,0,0,1,390495,390500,11.0625,
27007,390517,1,27,5,1,0,5,0,0,1,390527,390533,9.84375,
27008,390544,1,30,5,1,0,5,0,0,1,390555,390558,10.8438,
27009,390546,2,30,5,2,0,5,0,0,1,390558,390564,12.75,
27010,390567,1,32,5,1,0,5,0,0,1,390576,390581,8.5625,
27011,390575,2,33,5,2,0,5,0,0,1,390584,390588,8.5,
27012,390586,2,34,5,1,0,5,1,0,1,390593,390598,7.03125,
27013,390589,2,34,5,2,0,5,0,0,1,390600,390605,10.7812,
27014,390598,2,35,5,2,0,5,0,0,1,390608,390617,9.71875,
27015,390640,1,39,5,1,0,5,0,0,1,390651,390655,10.7812,
27016,390662,1,42,5,1,0,5,0,0,1,390673,390678,10.75,
27017,390667,2,42,5,2,0,5,0,0,1,390678,390680,10.75,
27018,390679,2,43,5,1,0,5,1,0,1,390691,390694,11.25,
27019,390680,3,43,5,2,0,5,1,0,1,390690,390695,10.0312,
27020,390715,1,47,5,1,0,6,0,0,2,390724,390731,9.0625,
27021,390716,2,47,5,2,0,6,0,0,2,390726,390733,10.125,
27022,390727,3,48,5,1,0,6,2,0,2,390739,390743,12.0312,
27023,390744,1,50,5,1,0,6,0,0,2,390755,390760,10.75,
27024,390756,2,51,5,1,0,6,1,0,2,390765,390772,9.28125,
27025,390765,2,52,5,2,0,6,0,0,2,390777,390780,11.8438,
27026,390769,3,52,5,2,0,6,1,0,2,390780,390783,10.75,
27027,390781,2,54,5,1,0,6,1,0,2,390791,390795,9.84375,
27028,390782,3,54,5,2,0,6,1,0,2,390792,390797,10.0312,
27029,390788,3,54,5,3,0,6,0,0,2,390797,390801,8.78125,
27030,390795,4,55,5,2,0,6,2,0,2,390807,390812,12.2188,
27031,390797,4,55,5,2,0,6,2,0,2,390807,390811,9.78125,
27032,390800,4,56,5,3,0,6,1,0,2,390811,390817,10.1875,
27033,390813,2,57,5,1,0,6,1,0,2,390823,390828,9.5,
27034,390830,1,58,5,1,0,6,0,0,2,390842,390846,12.0312,
27035,390838,2,59,5,2,0,6,0,0,2,390849,390854,10.8125,
27036,390844,3,60,5,2,0,6,1,0,3,390852,390857,8.84375,
27037,390844,4,60,5,3,0,6,1,0,3,390855,390859,11.0625,
27038,390855,3,61,5,2,0,6,1,0,3,390864,390875,9.28125,
27039,390861,2,62,5,2,0,6,0,0,4,390874,390878,12.5938,
27040,390881,1,64,5,1,0,9,0,0,4,390891,390895,9.875,
27041,390882,2,64,5,2,0,9,0,0,4,390891,390895,9.09375,
27042,390889,3,64,5,3,0,9,0,0,4,390900,390907,11.0312,
27043,390889,4,64,5,4,0,9,0,0,4,390898,390902,8.6875,
27044,390900,3,66,5,1,0,9,2,0,4,390912,390915,11.875,
27045,390908,2,66,5,2,0,9,0,0,4,390922,390927,13.6562,
27046,390908,3,66,5,3,0,9,0,0,4,390917,390921,8.1875,
27047,390909,4,66,5,4,0,9,0,0,4,390921,390926,11.6562,
27048,390924,3,68,5,1,0,9,2,0,4,390935,390938,10.4688,
27049,390924,4,68,5,2,0,9,2,0,4,390934,390937,9.5,
27050,390930,3,69,5,3,0,9,0,0,4,390939,390942,8.1875,
27051,390941,2,70,5,1,0,9,1,0,4,390951,390955,10.4375,
27052,390947,2,70,5,2,0,9,0,0,4,390958,390962,10.8438,
27053,390954,3,71,5,2,0,9,1,0,4,390966,390969,11.8438,
27054,390958,3,71,5,3,0,9,0,0,4,390968,390972,10.6875,
27055,390964,3,72,5,3,0,9,0,0,4,390977,390983,13.1875,
27056,390978,2,73,5,1,0,9,1,0,4,390989,390992,10.8125,
27057,390982,3,74,5,2,0,9,1,0,4,390990,390995,7.625,
27058,390995,1,75,5,1,0,9,0,0,4,391008,391013,12.5938,
27059,390996,2,75,5,2,0,9,0,0,4,391008,391012,12.1562,
27060,391006,3,76,5,3,0,9,0,0,4,391017,391023,10.9062,
27061,391012,3,77,5,2,0,9,1,0,4,391022,391026,10.4375,
27062,391014,3,77,5,3,0,9,0,0,4,391025,391029,10.9688,
27063,391021,4,78,5,3,0,9,1,0,4,391031,391035,10.25,
27064,391026,3,78,5,2,0,9,1,0,4,391035,391038,9.34375,
27065,391027,4,78,5,3,0,9,1,0,4,391037,391042,9.875,
27066,391027,5,78,5,4,0,9,1,0,4,391036,391042,8.96875,
27067,391028,6,78,5,5,0,9,1,0,4,391038,391044,10.7812,
27068,391031,6,79,5,6,0,9,0,0,4,391042,391048,10.8125,
27069,391033,7,79,5,6,0,9,1,0,4,391044,391049,10.125,
27070,391038,7,79,5,4,0,9,3,0,4,391048,391051,10.9062,
27071,391038,8,79,5,5,0,9,3,0,4,391049,391053,10.8125,
27072,391065,1,82,5,1,0,9,0,0,4,391077,391082,11.8438,
27073,391068,2,82,5,2,0,9,0,0,4,391079,391084,10.8125,
27074,391075,3,83,5,3,0,9,0,0,4,391085,391089,9.59375,
27075,391075,4,83,5,4,0,9,0,0,4,391086,391089,10.375,
27076,391090,1,84,5,1,0,9,0,0,4,391102,391107,12.6562,
27077,391112,1,87,5,1,0,9,0,0,5,391121,391127,9.09375,
27078,391125,2,88,5,1,0,9,1,0,5,391138,391142,12.6562,
27079,391146,1,90,5,1,0,9,0,0,5,391155,391157,8.34375,
27080,391146,2,90,5,2,0,9,0,0,5,391156,391160,9.4375,
27081,391161,1,92,5,1,0,9,0,0,5,391171,391175,9.84375,
27082,391164,2,92,5,2,0,9,0,0,5,391175,391179,10.9375,
27083,391165,3,92,5,3,0,9,0,0,5,391176,391180,10.5,
27084,391167,4,92,5,4,0,9,0,0,5,391178,391182,11.0625,
27085,391170,5,93,5,5,0,9,0,0,5,391180,391185,9.5625,
27086,391182,3,94,5,1,0,9,2,0,5,391191,391194,9.03125,
27087,391195,1,95,5,1,0,9,0,0,5,391206,391210,10.8438,
27088,391203,2,96,5,2,0,9,0,0,5,391211,391217,7.4375,
27089,391226,1,98,5,1,0,9,0,0,5,391236,391242,9.5,
27090,391284,1,104,5,1,0,9,0,0,5,391300,391304,15.25,
27091,391296,2,105,5,2,0,9,0,0,5,391304,391309,8.46875,
27092,391316,1,107,5,1,0,9,0,0,5,391331,391337,15.25,
27093,391344,1,110,5,1,0,9,0,0,5,391356,391361,11.6875,
27094,391347,2,110,5,2,0,9,0,0,5,391356,391361,9.4375,
27095,391351,3,111,5,3,0,9,0,0,4,391361,391364,10.0938,
27096,391372,1,113,5,1,0,9,0,0,4,391381,391387,9.1875,
27097,391376,2,113,5,2,0,9,0,0,4,391385,391388,8.5,
27098,391381,3,114,5,3,0,9,0,0,4,391390,391394,9.03125,
27099,391395,1,115,5,1,0,9,0,0,4,391404,391410,8.6875,
27100,391397,2,115,5,2,0,9,0,0,4,391407,391415,10.75,
27101,391421,1,118,5,1,0,9,0,0,4,391431,391434,9.96875,
27102,391426,2,118,5,2,0,9,0,0,4,391436,391442,10.5,
27103,391432,3,119,5,2,0,9,1,0,4,391441,391446,8.46875,
27104,391440,3,120,5,2,0,9,1,0,3,391452,391458,12.4375,
27105,391443,3,120,5,2,0,9,1,0,3,391454,391461,10.9062,
27106,391488,1,124,5,1,0,9,0,0,3,391496,391503,8.1875,
27107,391537,1,129,5,1,0,9,0,0,3,391548,391555,11.0625,
27108,391570,1,133,5,1,0,9,0,0,3,391580,391586,9.40625,
27109,391577,2,133,5,2,0,9,0,0,3,391586,391590,8.375,
27110,391627,1,138,5,1,0,8,0,0,3,391638,391641,10.375,
27111,391630,2,139,5,2,0,8,0,0,3,391639,391645,8.6875,
27112,391632,3,139,5,3,0,8,0,0,3,391642,391646,9.84375,
27113,391648,1,140,5,1,0,8,0,0,3,391660,391665,11.9375,
27114,391692,1,1,6,1,0,8,0,0,2,391702,391706,9.375,
27115,391751,1,7,6,1,0,8,0,0,2,391763,391765,11.9062,
27116,391771,1,9,6,1,0,8,0,0,2,391779,391785,7.9375,
27117,391782,2,10,6,1,0,8,1,0,2,391792,391797,9.78125,
27118,391867,1,18,6,1,0,5,0,0,1,391876,391881,8.25,
27119,391872,2,19,6,2,0,5,0,0,1,391881,391886,8.78125,
27120,391883,2,20,6,1,0,5,1,0,1,391892,391896,9.71875,
27121,391894,2,21,6,1,0,5,1,0,1,391906,391911,11.6562,
27122,391895,3,21,6,2,0,5,1,0,1,391911,391916,16.7188,
27123,391917,1,23,6,1,0,5,0,0,1,391927,391933,10.8125,
27124,392021,1,34,6,1,0,5,0,0,1,392031,392036,10.4375,
27125,392044,1,36,6,1,0,5,0,0,1,392053,392057,8.6875,
27126,392074,1,39,6,1,0,5,0,0,1,392085,392088,10.4375,
27127,392084,2,40,6,2,0,5,0,0,1,392094,392098,9.78125,
27128,392107,1,42,6,1,0,5,0,0,1,392116,392122,9.59375,
27129,392127,1,44,6,1,0,5,0,0,1,392139,392143,12.3125,
27130,392132,2,45,6,2,0,6,0,0,2,392140,392145,8.40625,
27131,392150,1,47,6,1,0,6,0,0,2,392160,392166,9.375,
27132,392154,2,47,6,2,0,6,0,0,2,392162,392166,8.8125,
27133,392155,3,47,6,3,0,6,0,0,2,392166,392170,10.1875,
27134,392161,4,48,6,3,0,6,1,0,2,392170,392176,9.46875,
27135,392169,3,48,6,2,0,6,1,0,2,392178,392183,9.3125,
27136,392184,1,50,6,1,0,6,0,0,2,392194,392200,10.5,
27137,392190,2,50,6,2,0,6,0,0,2,392200,392204,10.125,
27138,392192,3,51,6,3,0,6,0,0,2,392203,392208,10.375,
27139,392195,4,51,6,3,0,6,1,0,2,392207,392214,11.3125,
27140,392207,3,52,6,1,0,6,2,0,2,392214,392219,7.4375,
27141,392216,2,53,6,1,0,6,1,0,2,392225,392231,8.78125,
27142,392220,2,53,6,2,0,6,0,0,2,392231,392234,10.9688,
27143,392222,3,54,6,3,0,6,0,0,2,392231,392234,9.09375,
27144,392227,4,54,6,3,0,6,1,0,2,392238,392241,11.2812,
27145,392231,4,55,6,2,0,6,2,0,2,392241,392245,9.59375,
27146,392239,3,55,6,2,0,6,1,0,2,392248,392252,9.71875,
27147,392253,1,57,6,1,0,6,0,0,2,392260,392266,7.84375,
27148,392293,1,61,6,1,0,6,0,0,3,392304,392307,11.5,
27149,392307,2,62,6,1,0,6,1,0,4,392318,392324,10.9062,
27150,392310,2,63,6,2,0,9,0,0,4,392321,392326,10.5625,
27151,392314,3,63,6,3,0,9,0,0,4,392323,392328,9.09375,
27152,392317,4,63,6,4,0,9,0,0,4,392326,392330,9.46875,
27153,392317,5,63,6,5,0,9,0,0,4,392325,392331,8.25,
27154,392318,6,63,6,6,0,9,0,0,4,392325,392333,7.03125,
27155,392319,7,63,6,6,0,9,1,0,4,392329,392333,10.0312,
27156,392346,1,66,6,1,0,9,0,0,4,392355,392363,9.0625,
27157,392358,2,67,6,1,0,9,1,0,4,392368,392372,10.4375,
27158,392371,2,69,6,1,0,9,1,0,4,392381,392386,9.53125,
27159,392379,2,69,6,2,0,9,0,0,4,392392,392396,12.7812,
27160,392388,2,70,6,2,0,9,0,0,4,392397,392402,9.5,
27161,392391,3,71,6,3,0,9,0,0,4,392400,392404,8.625,
27162,392433,1,75,6,1,0,9,0,0,4,392441,392445,7.9375,
27163,392436,2,75,6,2,0,9,0,0,4,392445,392453,8.34375,
27164,392456,1,77,6,1,0,9,0,0,4,392467,392472,10.8125,
27165,392462,2,78,6,2,0,9,0,0,4,392472,392477,10.5938,
27166,392469,3,78,6,2,0,9,1,0,4,392480,392483,10.7188,
27167,392472,3,79,6,3,0,9,0,0,4,392482,392488,9.5625,
27168,392472,4,79,6,3,0,9,1,0,4,392482,392489,9.9375,
27169,392488,2,80,6,1,0,9,1,0,4,392497,392502,9,
27170,392491,2,81,6,2,0,9,0,0,4,392500,392505,9.78125,
27171,392493,3,81,6,3,0,9,0,0,4,392505,392512,11.75,
27172,392501,4,82,6,2,0,9,2,0,4,392512,392519,11.0312,
27173,392501,5,82,6,3,0,9,2,0,4,392511,392517,9.28125,
27174,392533,1,85,6,1,0,9,0,0,4,392544,392550,11.0625,
27175,392557,1,87,6,1,0,9,0,0,5,392568,392572,11.125,
27176,392560,2,88,6,2,0,9,0,0,5,392570,392575,9.28125,
27177,392562,3,88,6,3,0,9,0,0,5,392574,392579,12.1562,
27178,392619,1,93,6,1,0,9,0,0,5,392628,392631,9,
27179,392677,1,99,6,1,0,9,0,0,5,392689,392692,12.0312,
27180,392730,1,104,6,1,0,9,0,0,5,392740,392744,9.8125,
27181,392746,1,106,6,1,0,9,0,0,5,392755,392759,9.75,
27182,392769,1,108,6,1,0,9,0,0,5,392777,392782,8.15625,
27183,392771,2,109,6,2,0,9,0,0,5,392781,392786,10.0938,
27184,392773,3,109,6,3,0,9,0,0,5,392783,392787,10.5625,
27185,392781,4,110,6,3,0,9,1,0,5,392790,392796,9.28125,
27186,392785,4,110,6,2,0,9,2,0,5,392794,392799,9.5625,
27187,392794,3,111,6,2,0,9,1,0,4,392806,392812,12.6562,
27188,392801,2,112,6,2,0,9,0,0,4,392810,392817,9.40625,
27189,392831,1,115,6,1,0,9,0,0,4,392842,392845,10.9688,
27190,392842,2,116,6,2,0,9,0,0,4,392852,392857,9.96875,
27191,392843,3,116,6,2,0,9,1,0,4,392853,392858,10.1875,
27192,392874,1,119,6,1,0,9,0,0,4,392883,392892,9.59375,
27193,392874,2,119,6,2,0,9,0,0,4,392890,392894,15.25,
27194,392886,3,120,6,2,0,9,1,0,3,392894,392898,7.9375,
27195,392892,3,121,6,2,0,9,1,0,3,392902,392913,9.375,
27196,392959,1,127,6,1,0,9,0,0,3,392969,392975,10.4375,
27197,393007,1,132,6,1,0,9,0,0,3,393015,393020,8.1875,
27198,393019,2,133,6,1,0,9,1,0,3,393027,393033,8.1875,
27199,393049,1,136,6,1,0,8,0,0,3,393060,393066,10.4375,
27200,393078,1,139,6,1,0,8,0,0,3,393089,393092,10.75,
27201,393096,1,141,6,1,0,8,0,0,3,393105,393110,9.34375,
27202,393099,2,141,6,2,0,8,0,0,3,393109,393115,10.8125,
27203,393165,1,4,0,1,0,8,0,0,2,393173,393178,8.1875,
27204,393210,1,8,0,1,0,8,0,0,2,393223,393228,12.6562,
27205,393249,1,12,0,1,0,8,0,0,1,393262,393264,12.2188,
27206,393274,1,15,0,1,0,5,0,0,1,393285,393287,10.9375,
27207,393283,2,16,0,2,0,5,0,0,1,393294,393299,11.1562,
27208,393290,2,17,0,2,0,5,0,0,1,393301,393306,10.5,
27209,393354,1,23,0,1,0,5,0,0,1,393365,393373,11.25,
27210,393363,2,24,0,2,0,5,0,0,1,393373,393378,9.8125,
27211,393464,1,34,0,1,0,5,0,0,1,393477,393480,12.7812,
27212,393467,2,34,0,2,0,5,0,0,1,393480,393485,13.1562,
27213,393467,3,34,0,3,0,5,0,0,1,393485,393489,17.9062,
27214,393476,4,35,0,4,0,5,0,0,1,393489,393494,13.4375,
27215,393492,2,37,0,1,0,5,1,0,1,393502,393505,10.5938,
27216,393524,1,40,0,1,0,5,0,0,1,393531,393536,7.1875,
27217,393547,1,42,0,1,0,5,0,0,1,393559,393567,12.25,
27218,393553,2,43,0,2,0,5,0,0,1,393567,393572,13.9375,
27219,393565,3,44,0,1,0,5,2,1,1,393572,393577,7.625,
27220,393569,3,44,0,2,0,5,1,0,1,393579,393584,9.78125,
27221,393573,3,45,0,2,0,6,1,0,2,393584,393587,11.3125,
27222,393587,2,46,0,1,0,6,1,0,2,393599,393608,12.0312,
27223,393592,2,47,0,2,0,6,0,0,2,393604,393610,12.4062,
27224,393596,3,47,0,3,0,6,0,0,2,393608,393612,11.4688,
27225,393637,1,51,0,1,0,6,0,0,2,393649,393653,11.625,
27226,393637,2,51,0,2,0,6,0,0,2,393648,393652,10.9062,
27227,393646,3,52,0,3,0,6,0,0,2,393655,393659,9.28125,
27228,393658,2,53,0,1,0,6,1,0,2,393668,393674,10.125,
27229,393660,2,53,0,2,0,6,0,0,2,393671,393676,11.4062,
27230,393671,3,55,0,1,0,6,2,0,2,393681,393687,9.84375,
27231,393675,3,55,0,2,0,6,1,0,2,393686,393694,11.0938,
27232,393676,3,55,0,3,0,6,0,0,2,393687,393691,10.5,
27233,393679,4,55,0,4,0,6,0,0,2,393691,393696,11.6562,
27234,393683,5,56,0,4,0,6,1,0,2,393694,393699,10.625,
27235,393694,4,57,0,1,0,6,3,1,2,393705,393711,11.25,
27236,393705,2,58,0,2,0,6,0,0,2,393713,393717,8,
27237,393705,3,58,0,2,0,6,1,0,2,393716,393722,10.625,
27238,393708,4,58,0,3,0,6,1,0,2,393717,393720,9.40625,
27239,393716,4,59,0,2,0,6,2,0,2,393725,393730,9.09375,
27240,393725,2,60,0,2,0,6,0,0,3,393734,393740,9.21875,
27241,393729,3,60,0,2,0,6,1,0,3,393738,393741,8.53125,
27242,393738,3,61,0,1,0,6,2,0,3,393751,393756,12.9062,
27243,393753,2,63,0,1,0,9,1,0,4,393763,393769,10.0312,
27244,393763,2,64,0,2,0,9,0,0,4,393772,393776,9.40625,
27245,393778,1,65,0,1,0,9,0,0,4,393789,393791,11.1562,
27246,393787,2,66,0,2,0,9,0,0,4,393800,393807,12.9062,
27247,393826,1,70,0,1,0,9,0,0,4,393837,393842,10.625,
27248,393841,2,72,0,1,0,9,1,0,4,393850,393855,8.5,
27249,393842,2,72,0,2,0,9,0,0,4,393851,393857,8.5,
27250,393848,3,72,0,3,0,9,0,0,4,393858,393863,9.5,
27251,393852,4,73,0,2,0,9,2,0,4,393864,393871,12.0312,
27252,393853,5,73,0,3,0,9,2,0,4,393861,393865,7.96875,
27253,393862,4,74,0,2,0,9,2,0,4,393871,393879,9.09375,
27254,393863,4,74,0,3,0,9,1,0,4,393873,393879,10.375,
