Customer,Time of arrival,Number of people at arrival,Which 10 min interval in day,Which day in week,Number of people at station 0 at arrival,Number of people in queue at station 0 at arrival,Number of active servers in station 0,Number of people at station 1 at arrival,Number of people in queue at station 1 at arrival,Number of active servers in station 1,Time of start of service,Departure time,Wait time,
327,4893.06,3,57,3,3,0,6,0,0,2,4901.18,4906.69,8.12109,
328,4893.45,4,57,3,4,0,6,0,0,2,4907.53,4911.61,14.0786,
329,4893.57,5,57,3,5,0,6,0,0,2,4906.69,4911.83,13.123,
330,4895.87,6,57,3,6,0,6,0,0,2,4911.61,4917.7,15.7378,
331,4900.88,6,58,3,6,0,6,0,0,2,4916.62,4920.28,15.7397,
332,4901.65,7,58,3,5,0,6,2,0,2,4911.83,4916.62,10.1836,
333,4902.23,8,58,3,6,0,6,2,0,2,4917.7,4922.55,15.4653,
334,4903.77,9,58,3,6,0,6,3,1,2,4920.28,4922.84,16.5029,
335,4905.44,10,58,3,7,1,6,3,1,2,4920.28,4924.13,14.8345,
336,4915.66,7,59,3,3,0,6,4,2,2,4925.14,4928.26,9.47949,
337,4926.54,2,60,3,1,0,6,1,0,3,4934.37,4938.67,7.8291,
338,4929.7,2,60,3,2,0,6,0,0,3,4941,4946.76,11.2954,
339,4932.73,3,61,3,3,0,6,0,0,3,4941.87,4947.7,9.14014,
340,4937.34,4,61,3,3,0,6,1,0,3,4948.59,4952.66,11.2549,
341,4937.43,5,61,3,4,0,6,1,0,3,4948.98,4956.25,11.5503,
342,4947.08,4,62,3,3,0,6,1,0,4,4959.41,4963.75,12.3218,
343,4963.52,2,64,3,1,0,9,1,0,4,4975.26,4979.63,11.7373,
344,4973.78,2,65,3,2,0,9,0,0,4,4987.13,4991.81,13.3438,
345,4978.9,3,65,3,2,0,9,1,0,4,4988.3,4992.48,9.3916,
346,4982.79,3,66,3,3,0,9,0,0,4,4991.6,4997.25,8.81494,
347,4994.02,2,67,3,1,0,9,1,0,4,5004.63,5009.49,10.606,
348,4999.73,2,67,3,2,0,9,0,0,4,5013.39,5016.55,13.6592,
349,5009.19,3,68,3,2,0,9,1,0,4,5019.78,5027.19,10.5933,
350,5020.19,2,70,3,1,0,9,1,0,4,5028.37,5032.71,8.18701,
351,5020.56,3,70,3,2,0,9,1,0,4,5031.46,5036.16,10.9004,
352,5034.19,2,71,3,1,0,9,1,0,4,5043.55,5049.29,9.36035,
353,5036.46,2,71,3,2,0,9,0,0,4,5044.96,5051.91,8.50293,
354,5047.84,3,72,3,1,0,9,2,0,4,5060.05,5064.16,12.2119,
355,5055.93,2,73,3,2,0,9,0,0,4,5067.13,5075.79,11.2026,
356,5074.44,2,75,3,1,0,9,1,0,4,5083.8,5087.75,9.36035,
357,5075.84,2,75,3,2,0,9,0,0,4,5086.33,5092.19,10.4912,
358,5076.92,3,75,3,3,0,9,0,0,4,5087.71,5093.34,10.7842,
359,5081.21,4,76,3,4,0,9,0,0,4,5089.68,5095.74,8.46484,
360,5086.42,5,76,3,3,0,9,2,0,4,5093.87,5099.06,7.44824,
361,5110.53,1,79,3,1,0,9,0,0,4,5122.95,5125.85,12.4258,
362,5141.74,1,82,3,1,0,9,0,0,4,5150.25,5153.37,8.51172,
363,5174.74,1,85,3,1,0,9,0,0,4,5185.47,5191.71,10.7251,
364,5182.33,2,86,3,2,0,9,0,0,4,5192.05,5195.62,9.72363,
365,5202.93,1,88,3,1,0,9,0,0,5,5212.32,5218.31,9.38574,
366,5204.12,2,88,3,2,0,9,0,0,5,5213.14,5217.51,9.02197,
367,5204.88,3,88,3,3,0,9,0,0,5,5213.12,5218.41,8.24023,
368,5221.09,1,90,3,1,0,9,0,0,5,5231.69,5236.23,10.606,
369,5232.52,2,91,3,1,0,9,1,0,5,5244.07,5247.74,11.5503,
370,5232.8,3,91,3,2,0,9,1,0,5,5242.83,5248.96,10.0278,
371,5239.88,3,91,3,3,0,9,0,0,5,5252.28,5260.09,12.3965,
372,5258.65,2,93,3,1,0,9,1,0,5,5267.85,5273.13,9.19141,
373,5266.04,2,94,3,2,0,9,0,0,5,5274.23,5278.26,8.19727,
374,5293.86,1,97,3,1,0,9,0,0,5,5303.35,5307.07,9.48486,
375,5311.5,1,99,3,1,0,9,0,0,5,5323.71,5327.95,12.2119,
376,5318.02,2,99,3,2,0,9,0,0,5,5325.85,5330.52,7.8291,
377,5326.45,3,100,3,1,0,9,2,0,5,5335.06,5340.94,8.60986,
378,5356.27,1,103,3,1,0,9,0,0,5,5363.57,5367.9,7.2998,
379,5363.82,2,104,3,1,0,9,1,0,5,5374.66,5381.93,10.833,
380,5392.03,1,107,3,1,0,9,0,0,5,5403.09,5409.62,11.0625,
381,5404.86,2,108,3,1,0,9,1,0,5,5413.78,5418.02,8.92432,
382,5426.89,1,110,3,1,0,9,0,0,5,5437.83,5441.98,10.9365,
383,5442.09,1,112,3,1,0,9,0,0,4,5453.33,5458.01,11.2412,
384,5458.91,1,113,3,1,0,9,0,0,4,5467.04,5472.43,8.12109,
385,5470.63,2,115,3,1,0,9,1,0,4,5479.41,5484.88,8.78174,
386,5482.04,2,116,3,1,0,9,1,0,4,5491.4,5496.15,9.35645,
387,5484.3,3,116,3,2,0,9,1,0,4,5491.94,5497.9,7.64014,
388,5494.46,3,117,3,1,0,9,2,0,4,5504.5,5507.99,10.0381,
389,5509.32,1,118,3,1,0,9,0,0,4,5521.91,5527.59,12.5898,
390,5532.04,1,121,3,1,0,9,0,0,3,5543.91,5548.21,11.8628,
391,5541.09,2,122,3,2,0,9,0,0,3,5549.65,5554.14,8.55469,
392,5549.94,2,122,3,1,0,9,1,0,3,5559.85,5562.76,9.91553,
393,5551.76,3,123,3,2,0,9,1,0,3,5565.11,5569.42,13.3438,
394,5597.75,1,127,3,1,0,9,0,0,3,5606.08,5611.7,8.3335,
395,5621.38,1,130,3,1,0,9,0,0,3,5631.37,5634.67,9.98438,
396,5640.14,1,132,3,1,0,9,0,0,3,5650.58,5655.11,10.439,
397,5745.25,1,142,3,1,0,8,0,0,3,5755.85,5760.01,10.606,
398,5778.48,1,1,4,1,0,8,0,0,2,5788.29,5794.12,9.81592,
399,5853.93,1,9,4,1,0,8,0,0,2,5864.37,5869.13,10.439,
400,5864.9,2,10,4,1,0,8,1,0,2,5873.4,5881.52,8.49365,
401,5865.72,3,10,4,2,0,8,1,0,2,5876.81,5883.33,11.0903,
402,5878.34,3,11,4,1,0,8,2,0,2,5887.69,5891.25,9.35645,
403,5900.23,1,14,4,1,0,5,0,0,1,5911.5,5916.44,11.2705,
404,5900.38,2,14,4,2,0,5,0,0,1,5908.36,5911.5,7.97949,
405,5909.01,3,14,4,2,0,5,1,0,1,5922.94,5927.9,13.9346,
406,5910.71,4,15,4,3,0,5,1,0,1,5918.35,5922.94,7.64014,
407,5936.81,1,17,4,1,0,5,0,0,1,5947.61,5952.61,10.8013,
408,5975.28,1,21,4,1,0,5,0,0,1,5985.03,5989.79,9.74805,
409,5985.37,2,22,4,1,0,5,1,0,1,5995.75,6001.63,10.3721,
410,6039.34,1,27,4,1,0,5,0,0,1,6048.7,6052.27,9.36035,
411,6054.08,1,29,4,1,0,5,0,0,1,6064.7,6070.76,10.6133,
412,6061.99,2,30,4,2,0,5,0,0,1,6072.72,6077.55,10.7354,
413,6088.79,1,32,4,1,0,5,0,0,1,6097.33,6101.34,8.53809,
414,6134.89,1,37,4,1,0,5,0,0,1,6144.17,6150.02,9.28467,
415,6181.09,1,42,4,1,0,5,0,0,1,6192.49,6198.67,11.3979,
416,6211.62,1,45,4,1,0,6,0,0,2,6220.83,6225.84,9.21582,
417,6226.17,1,46,4,1,0,6,0,0,2,6237.3,6244.58,11.127,
418,6231.02,2,47,4,2,0,6,0,0,2,6243.6,6249.96,12.5898,
419,6235.32,3,47,4,3,0,6,0,0,2,6244.58,6250.27,9.25586,
420,6243.46,4,48,4,3,0,6,1,0,2,6252.57,6258.2,9.10742,
421,6245.5,4,48,4,2,0,6,2,0,2,6258.09,6263.96,12.5898,
422,6251.74,3,49,4,3,0,6,0,0,2,6261.1,6266.87,9.36035,
423,6254.52,4,49,4,3,0,6,1,0,2,6263.96,6268.66,9.43408,
424,6268.15,2,50,4,1,0,6,1,0,2,6278.61,6282.21,10.4648,
425,6279.3,2,51,4,1,0,6,1,0,2,6289.03,6295.93,9.72363,
426,6292.23,2,53,4,1,0,6,1,0,2,6304.09,6310.08,11.8628,
427,6302.91,2,54,4,2,0,6,0,0,2,6312.31,6317,9.39941,
428,6306.63,3,54,4,2,0,6,1,0,2,6317.36,6322.39,10.7349,
429,6320.98,2,56,4,1,0,6,1,0,2,6331.08,6335.15,10.1011,
430,6332.64,2,57,4,1,0,6,1,0,2,6344.92,6350.57,12.2739,
431,6333.66,3,57,4,2,0,6,1,0,2,6343.5,6347.03,9.84473,
432,6334.56,4,57,4,3,0,6,1,0,2,6341.6,6344.92,7.04053,
433,6341.21,4,58,4,4,0,6,0,0,2,6350.13,6355.5,8.92432,
434,6342.94,5,58,4,4,0,6,1,0,2,6352.72,6356.45,9.77881,
435,6343.9,6,58,4,4,0,6,2,0,2,6355.5,6358.85,11.5972,
436,6351.6,4,59,4,3,0,6,1,0,2,6359.79,6366.02,8.18701,
437,6365.12,2,60,4,1,0,6,1,0,3,6377.71,6383.38,12.5898,
438,6365.14,3,60,4,2,0,6,1,0,3,6373.95,6378.37,8.81494,
439,6366.59,3,60,4,3,0,6,0,0,3,6377.33,6380.48,10.7432,
440,6371.04,4,61,4,4,0,6,0,0,3,6383.43,6388.12,12.3965,
441,6380.94,3,62,4,2,0,6,1,0,4,6392.1,6396.47,11.1572,
442,6387.92,3,62,4,2,0,6,1,0,4,6399.56,6403.74,11.6431,
443,6395.58,3,63,4,2,0,9,1,0,4,6407.43,6411.8,11.8477,
444,6402.99,3,64,4,2,0,9,1,0,4,6414.06,6417.62,11.0649,
445,6426.24,1,66,4,1,0,9,0,0,4,6434.78,6438.96,8.53809,
446,6430.49,2,67,4,2,0,9,0,0,4,6442.81,6447.48,12.3218,
447,6430.92,3,67,4,3,0,9,0,0,4,6440.31,6443.88,9.3916,
448,6435.79,4,67,4,3,0,9,1,0,4,6445.25,6451.02,9.46289,
449,6438.73,5,67,4,4,0,9,1,0,4,6448.51,6454.16,9.77881,
450,6444,4,68,4,3,0,9,1,0,4,6455.06,6459.54,11.0625,
451,6463.72,1,70,4,1,0,9,0,0,4,6474.53,6478.09,10.8071,
452,6471.16,2,71,4,2,0,9,0,0,4,6480.77,6484.49,9.60889,
453,6474.66,3,71,4,2,0,9,1,0,4,6484.64,6490.7,9.98438,
454,6480.59,3,72,4,3,0,9,0,0,4,6489.52,6493.59,8.92432,
455,6487.02,3,72,4,2,0,9,1,0,4,6495.56,6503.36,8.53809,
456,6490.89,3,73,4,2,0,9,1,0,4,6501.8,6505.58,10.9092,
457,6510.6,1,75,4,1,0,9,0,0,4,6523.52,6527.85,12.916,
458,6512.19,2,75,4,2,0,9,0,0,4,6522.03,6526.88,9.8374,
459,6513.18,3,75,4,3,0,9,0,0,4,6524.47,6532.28,11.2954,
460,6525.37,4,76,4,1,0,9,3,0,4,6535.42,6541.23,10.0493,
461,6535.32,2,77,4,2,0,9,0,0,4,6544.6,6552.13,9.28467,
462,6541.55,2,78,4,2,0,9,0,0,4,6551.3,6555.37,9.74805,
463,6549.76,3,78,4,2,0,9,1,0,4,6559.26,6565,9.50342,
464,6563.33,2,80,4,1,0,9,1,0,4,6574.16,6578.43,10.8311,
465,6565.34,2,80,4,2,0,9,0,0,4,6576.17,6580.84,10.833,
466,6592.44,1,83,4,1,0,9,0,0,4,6600.38,6606.36,7.94385,
467,6595.02,2,83,4,2,0,9,0,0,4,6606.87,6611.56,11.853,
468,6597.31,3,83,4,3,0,9,0,0,4,6606.59,6613.47,9.28467,
469,6600.71,4,84,4,3,0,9,1,0,4,6609.4,6614.15,8.68799,
470,6607.42,4,84,4,2,0,9,2,0,4,6618.31,6624.55,10.8945,
471,6620.52,2,86,4,1,0,9,1,0,4,6629.03,6633.55,8.50293,
472,6627.3,2,86,4,2,0,9,0,0,4,6637.11,6640.43,9.8125,
473,6628.47,3,86,4,3,0,9,0,0,4,6639.21,6643.39,10.7354,
474,6667.05,1,90,4,1,0,9,0,0,5,6677.49,6682.68,10.439,
475,6668.33,2,90,4,2,0,9,0,0,5,6676.89,6681.74,8.55469,
476,6682.99,1,92,4,1,0,9,0,0,5,6692.83,6700.02,9.84473,
477,6683.48,2,92,4,2,0,9,0,0,5,6691.99,6696.29,8.51172,
478,6683.82,3,92,4,3,0,9,0,0,5,6694.87,6701.22,11.0566,
479,6698.81,3,93,4,1,0,9,2,0,5,6709.86,6717.67,11.0454,
480,6736.99,1,97,4,1,0,9,0,0,5,6747.36,6753.01,10.3672,
481,6762.38,1,100,4,1,0,9,0,0,5,6774.24,6777.12,11.853,
482,6764.08,2,100,4,2,0,9,0,0,5,6779.35,6783,15.2656,
483,6771.36,3,101,4,3,0,9,0,0,5,6781.08,6784.94,9.72363,
484,6775.51,4,101,4,3,0,9,1,0,5,6785.35,6789.65,9.83984,
485,6802.97,1,104,4,1,0,9,0,0,5,6811.96,6816.69,8.9873,
486,6835.16,1,107,4,1,0,9,0,0,5,6845.96,6851.67,10.8013,
487,6852.32,1,109,4,1,0,9,0,0,5,6864.19,6870.92,11.8667,
488,6869.92,2,110,4,1,0,9,1,0,5,6877.37,6883.99,7.44824,
489,6873.37,2,111,4,2,0,9,0,0,4,6880.41,6887.46,7.04053,
490,6881.62,3,112,4,1,0,9,2,0,4,6890.12,6896.11,8.50293,
491,6883.2,4,112,4,2,0,9,2,0,4,6891.4,6895.94,8.19727,
492,6903.17,1,114,4,1,0,9,0,0,4,6912.68,6919.58,9.50342,
493,6926.78,1,116,4,1,0,9,0,0,4,6935.39,6940.42,8.60986,
494,6929.85,2,116,4,2,0,9,0,0,4,6937.51,6942.65,7.66113,
495,6945.84,1,118,4,1,0,9,0,0,4,6956.3,6961.16,10.4648,
496,6986.81,1,122,4,1,0,9,0,0,3,6995.19,6999.37,8.37842,
497,7001.72,1,124,4,1,0,9,0,0,3,7009.17,7013.45,7.44824,
498,7062.87,1,130,4,1,0,9,0,0,3,7074.07,7079.34,11.2026,
499,7135.85,1,137,4,1,0,8,0,0,3,7146.34,7151.19,10.4844,
500,7143.84,2,138,4,2,0,8,0,0,3,7154.2,7160.19,10.3672,
501,7172.77,1,141,4,1,0,8,0,0,3,7184.3,7188.63,11.5308,
502,7182.54,2,142,4,2,0,8,0,0,3,7193.84,7199.36,11.2993,
503,7203.48,1,0,5,1,0,8,0,0,3,7212.25,7218.23,8.7666,
504,7282.07,1,8,5,1,0,8,0,0,2,7293.62,7299.36,11.5503,
505,7284.36,2,8,5,2,0,8,0,0,2,7295.5,7301.35,11.1367,
506,7354.75,1,15,5,1,0,5,0,0,1,7364.67,7369.07,9.91553,
507,7361.98,2,16,5,2,0,5,0,0,1,7371.7,7378.61,9.72363,
508,7457.37,1,25,5,1,0,5,0,0,1,7468.1,7472.85,10.7246,
509,7471.8,2,27,5,1,0,5,1,0,1,7481.02,7485.42,9.22363,
510,7545.22,1,34,5,1,0,5,0,0,1,7556.42,7559.58,11.2026,
511,7550.48,2,35,5,2,0,5,0,0,1,7561.54,7567.44,11.0625,
512,7566.22,2,36,5,1,0,5,1,0,1,7576.05,7579.91,9.8374,
513,7593.26,1,39,5,1,0,5,0,0,1,7604.81,7610.57,11.5503,
514,7597.82,2,39,5,2,0,5,0,0,1,7610.57,7618.07,12.7583,
515,7618.05,2,41,5,1,0,5,1,0,1,7636.35,7639.96,18.3018,
516,7621.23,2,42,5,2,0,5,0,0,1,7630.37,7636.35,9.14014,
517,7628.01,3,42,5,3,0,5,0,0,1,7645.04,7648.61,17.0293,
518,7631.21,4,43,5,2,0,5,2,1,1,7639.96,7645.04,8.75195,
519,7661.35,1,46,5,1,0,6,0,0,2,7672.16,7677.97,10.8013,
520,7664.89,2,46,5,2,0,6,0,0,2,7675.72,7680.48,10.8311,
521,7670.23,3,47,5,3,0,6,0,0,2,7681.15,7684.29,10.9141,
522,7678.38,3,47,5,2,0,6,1,0,2,7689.58,7694.62,11.2026,
523,7699.29,1,49,5,1,0,6,0,0,2,7710.34,7716.53,11.0454,
524,7707.08,2,50,5,2,0,6,0,0,2,7716.31,7721.65,9.22852,
525,7749.08,1,54,5,1,0,6,0,0,2,7757.55,7760.9,8.46484,
526,7787.74,1,58,5,1,0,6,0,0,2,7795.19,7801.92,7.44824,
527,7789.04,2,58,5,2,0,6,0,0,2,7801.47,7806.49,12.4258,
528,7790.53,3,59,5,3,0,6,0,0,2,7799.35,7802.95,8.81494,
529,7822.77,1,62,5,1,0,6,0,0,4,7832.09,7839.9,9.31982,
530,7828.52,2,62,5,2,0,6,0,0,4,7837.3,7841.6,8.78174,
531,7834,3,63,5,2,0,9,1,0,4,7842.85,7846.58,8.84814,
532,7836.93,4,63,5,3,0,9,1,0,4,7844.59,7848.97,7.66113,
533,7850.04,1,65,5,1,0,9,0,0,4,7861.08,7865.14,11.0454,
534,7892.01,1,69,5,1,0,9,0,0,4,7902.75,7907.15,10.7354,
535,7914.44,1,71,5,1,0,9,0,0,4,7923.66,7927.37,9.21582,
536,7917.18,2,71,5,2,0,9,0,0,4,7927.23,7933.05,10.0493,
537,7934.15,1,73,5,1,0,9,0,0,4,7943.38,7950.25,9.22363,
538,7939.04,2,73,5,2,0,9,0,0,4,7948.71,7952.17,9.66553,
539,7945.27,3,74,5,2,0,9,1,0,4,7955.11,7958.83,9.8374,
540,7946.86,4,74,5,3,0,9,1,0,4,7955.96,7960.03,9.09814,
541,7951.61,4,75,5,3,0,9,1,0,4,7960.71,7965.04,9.09131,
542,7954.86,4,75,5,4,0,9,0,0,4,7967.1,7971.85,12.2383,
543,7958.24,5,75,5,3,0,9,2,0,4,7967.43,7974.29,9.19141,
544,7960.64,4,76,5,4,0,9,0,0,4,7972.38,7976.43,11.7397,
545,7966.97,4,76,5,4,0,9,0,0,4,7976.81,7984,9.83984,
546,7968.83,5,76,5,3,0,9,2,0,4,7977.21,7983.09,8.37842,
547,7973.41,5,77,5,3,0,9,2,0,4,7981.65,7990.31,8.24023,
548,7986.83,2,78,5,1,0,9,1,0,4,7997.63,8001.36,10.7988,
549,7991.49,2,79,5,2,0,9,0,0,4,8002.23,8007.5,10.7354,
550,7992.56,3,79,5,3,0,9,0,0,4,8001.37,8006.99,8.81494,
551,7995.16,4,79,5,4,0,9,0,0,4,8002.82,8007.47,7.66113,
552,8001.7,4,80,5,3,0,9,1,0,4,8010.2,8017.61,8.50293,
553,8013.95,2,81,5,1,0,9,1,0,4,8025.35,8031.16,11.3979,
554,8022.98,2,82,5,2,0,9,0,0,4,8032.06,8037.7,9.07471,
555,8026.57,3,82,5,2,0,9,1,0,4,8036.12,8040.57,9.54932,
556,8031.08,4,83,5,3,0,9,1,0,4,8041.77,8049.75,10.6895,
557,8031.7,4,83,5,4,0,9,0,0,4,8043.25,8047.78,11.5503,
558,8037.08,5,83,5,3,0,9,2,0,4,8048.94,8052.66,11.8667,
559,8062.56,1,86,5,1,0,9,0,0,4,8073.62,8079.44,11.0566,
560,8066.23,2,86,5,2,0,9,0,0,4,8079.74,8085.25,13.5137,
561,8088.06,1,88,5,1,0,9,0,0,5,8095.7,8103.22,7.64014,
562,8109.15,1,90,5,1,0,9,0,0,5,8117.66,8122.59,8.50293,
563,8145.85,1,94,5,1,0,9,0,0,5,8154.35,8158.4,8.49365,
564,8161.46,1,96,5,1,0,9,0,0,5,8172.71,8176.44,11.2549,
565,8168.05,2,96,5,2,0,9,0,0,5,8176.38,8180.86,8.3335,
566,8191.11,1,99,5,1,0,9,0,0,5,8199.35,8203.41,8.24072,
567,8193.24,2,99,5,2,0,9,0,0,5,8203.73,8210.35,10.4912,
568,8201.35,3,100,5,2,0,9,1,0,5,8210.42,8213.17,9.07422,
569,8214.31,1,101,5,1,0,9,0,0,5,8224.16,8227.95,9.85059,
570,8219.28,2,101,5,2,0,9,0,0,5,8227.97,8233.62,8.69141,
571,8222.53,3,102,5,3,0,9,0,0,5,8231.93,8237.07,9.39941,
572,8263.15,1,106,5,1,0,9,0,0,5,8275.8,8279.36,12.6553,
573,8268.83,2,106,5,2,0,9,0,0,5,8279.95,8284.84,11.127,
574,8269.62,3,106,5,3,0,9,0,0,5,8281.76,8287.17,12.1416,
575,8271.08,4,107,5,4,0,9,0,0,5,8284.74,8291.61,13.6592,
576,8306.98,1,110,5,1,0,9,0,0,5,8315.48,8318.8,8.50293,
577,8317.82,2,111,5,1,0,9,1,0,4,8330.14,8336.49,12.3223,
578,8322.74,2,112,5,2,0,9,0,0,4,8335.52,8341.57,12.7744,
579,8353.77,1,115,5,1,0,9,0,0,4,8365.41,8368.97,11.6406,
580,8361.69,2,116,5,2,0,9,0,0,4,8370.39,8376.04,8.69922,
581,8374.12,2,117,5,1,0,9,1,0,4,8386.05,8389.51,11.9297,
582,8398.47,1,119,5,1,0,9,0,0,4,8411.12,8415.54,12.6553,
583,8425.14,1,122,5,1,0,9,0,0,3,8437.07,8441.25,11.9297,
584,8443.12,1,124,5,1,0,9,0,0,3,8454.97,8458.23,11.8477,
585,8469.64,1,126,5,1,0,9,0,0,3,8480.59,8489.47,10.9473,
586,8539.02,1,133,5,1,0,9,0,0,3,8548.24,8553.94,9.21582,
587,8543.18,2,134,5,2,0,9,0,0,3,8554.73,8561.23,11.5498,
588,8554.15,2,135,5,2,0,8,0,0,3,8563.63,8567.81,9.47949,
589,8554.88,3,135,5,2,0,8,1,0,3,8568.22,8573.05,13.3438,
590,8560.64,4,136,5,3,0,8,1,0,3,8572.97,8576.46,12.3223,
591,8561.53,4,136,5,4,0,8,0,0,3,8570.75,8575.76,9.22363,
592,8573.39,3,137,5,1,0,8,2,0,3,8581.95,8585.87,8.55469,
593,8579.8,2,137,5,2,0,8,0,0,3,8589.64,8595.27,9.83789,
594,8584.8,3,138,5,2,0,8,1,0,3,8596.3,8601.26,11.5,
595,8592.69,3,139,5,2,0,8,1,0,3,8604.71,8610.42,12.0225,
596,8601.97,2,140,5,2,0,8,0,0,3,8612.71,8618.47,10.7402,
597,8615.6,2,141,5,1,0,8,1,0,3,8626.49,8633.35,10.8945,
598,8619.7,2,141,5,2,0,8,0,0,3,8628.2,8633.34,8.50293,
599,8633.65,1,143,5,1,0,8,0,0,3,8644.34,8649.97,10.6895,
600,8656.55,1,1,6,1,0,8,0,0,2,8666.22,8671.36,9.66504,
601,8790.77,1,15,6,1,0,5,0,0,1,8798.42,8802.02,7.64062,
602,8880.22,1,24,6,1,0,5,0,0,1,8890.95,8895.44,10.7246,
603,8887.47,2,24,6,2,0,5,0,0,1,8903.87,8910.05,16.4062,
604,8889.38,3,24,6,3,0,5,0,0,1,8897.89,8903.87,8.50586,
605,8904.29,2,26,6,1,0,5,1,0,1,8915.01,8920.28,10.7246,
606,8925.59,1,28,6,1,0,5,0,0,1,8936.33,8940.52,10.7354,
607,8936.22,2,29,6,2,0,5,0,0,1,8946.06,8949.86,9.84473,
608,8977.78,1,33,6,1,0,5,0,0,1,8988.14,8992.85,10.3672,
609,9004.14,1,36,6,1,0,5,0,0,1,9016.28,9019.55,12.1416,
610,9025.32,1,38,6,1,0,5,0,0,1,9034.01,9038.29,8.69141,
611,9030.67,2,39,6,2,0,5,0,0,1,9044.33,9048.51,13.6592,
612,9072.03,1,43,6,1,0,5,0,0,1,9082.13,9086.88,10.1016,
613,9084.33,2,44,6,1,0,5,1,0,1,9094.31,9097.2,9.98438,
614,9086.02,3,44,6,2,0,5,1,0,1,9097.18,9101.87,11.1572,
615,9088.21,3,44,6,3,0,5,0,0,1,9099.11,9104.3,10.9004,
616,9096.72,4,45,6,3,0,6,1,0,2,9107.31,9113.27,10.5938,
617,9110.38,2,47,6,1,0,6,1,0,2,9122.62,9126.99,12.2383,
618,9123.07,2,48,6,1,0,6,1,0,2,9134.47,9138.78,11.3984,
619,9123.71,3,48,6,2,0,6,1,0,2,9134.42,9140.48,10.709,
620,9134.48,3,49,6,1,0,6,2,0,2,9143.02,9151.15,8.53809,
621,9140.27,3,50,6,2,0,6,1,0,2,9152.29,9156.32,12.0225,
622,9143.23,3,50,6,2,0,6,1,0,2,9152.42,9158.32,9.19141,
623,9175.25,1,53,6,1,0,6,0,0,2,9186.16,9189.42,10.9141,
624,9175.52,2,53,6,2,0,6,0,0,2,9186.01,9190.77,10.4912,
625,9177.88,3,53,6,3,0,6,0,0,2,9189.42,9195.24,11.5352,
626,9183.19,4,54,6,4,0,6,0,0,2,9195.61,9204.69,12.4258,
627,9188.25,5,54,6,2,0,6,3,1,2,9199.1,9206.38,10.8525,
628,9192.61,4,55,6,3,0,6,1,0,2,9206.38,9211.9,13.7725,
629,9193.01,5,55,6,4,0,6,1,0,2,9204.69,9209.05,11.6758,
630,9213.54,1,57,6,1,0,6,0,0,2,9222.23,9226.93,8.69141,
631,9220.41,2,58,6,2,0,6,0,0,2,9230.19,9234.3,9.77832,
632,9239.26,1,59,6,1,0,6,0,0,2,9249.82,9257.77,10.5674,
633,9242.74,2,60,6,2,0,6,0,0,3,9256.93,9261.04,14.1953,
634,9244.39,3,60,6,3,0,6,0,0,3,9252.86,9256.93,8.46484,
635,9245.39,4,60,6,4,0,6,0,0,3,9253.94,9258.69,8.55469,
636,9249.99,5,60,6,4,0,6,1,0,3,9258.67,9263.05,8.68848,
637,9251.5,6,61,6,5,0,6,1,0,3,9261.28,9265.36,9.77832,
638,9256,7,61,6,3,0,6,4,1,3,9264.19,9269.7,8.19727,
639,9262.12,4,62,6,2,0,6,2,0,4,9271.16,9276.81,9.0459,
640,9270.05,2,63,6,2,0,9,0,0,4,9282.19,9285.33,12.1416,
641,9272.87,3,63,6,2,0,9,1,0,4,9283.65,9289.01,10.7725,
642,9275.97,4,63,6,3,0,9,1,0,4,9284.47,9291.53,8.50781,
643,9287.19,3,64,6,1,0,9,2,0,4,9297.93,9302.23,10.7402,
644,9290.05,3,65,6,2,0,9,1,0,4,9300.95,9306.78,10.8945,
645,9297.37,3,65,6,3,0,9,0,0,4,9306.06,9308.94,8.69141,
646,9299.29,4,65,6,3,0,9,1,0,4,9310.23,9314.99,10.9473,
647,9305.27,4,66,6,3,0,9,1,0,4,9317.01,9324.54,11.7373,
648,9316.55,2,67,6,2,0,9,0,0,4,9326.92,9331.58,10.3672,
649,9323.94,3,68,6,2,0,9,1,0,4,9334.92,9339.95,10.9795,
650,9324.44,4,68,6,3,0,9,1,0,4,9333.26,9336.75,8.81445,
651,9325.96,4,68,6,4,0,9,0,0,4,9334.2,9342.01,8.24023,
652,9340.97,2,70,6,1,0,9,1,0,4,9351.25,9354.37,10.2871,
653,9345.99,2,70,6,2,0,9,0,0,4,9354.19,9359.02,8.19727,
654,9346.1,3,70,6,3,0,9,0,0,4,9358.03,9364.88,11.9297,
655,9347.46,4,70,6,4,0,9,0,0,4,9360.37,9365.12,12.916,
656,9349.05,5,70,6,5,0,9,0,0,4,9358.9,9367.56,9.84473,
657,9349.44,6,70,6,6,0,9,0,0,4,9360.36,9364.16,10.9141,
658,9354.09,7,71,6,6,0,9,1,0,4,9364.16,9368.49,10.0674,
659,9358.71,7,71,6,5,0,9,2,0,4,9367.27,9371.27,8.55469,
660,9365.49,4,72,6,2,0,9,2,0,4,9372.94,9382.01,7.44824,
661,9367.63,4,72,6,2,0,9,2,0,4,9377.07,9388.37,9.43945,
662,9393.63,1,75,6,1,0,9,0,0,4,9405.52,9409.76,11.8926,
663,9397.45,2,75,6,2,0,9,0,0,4,9406.06,9411.74,8.61035,
664,9408.3,3,76,6,1,0,9,2,0,4,9419.2,9423.54,10.8975,
